ChIJr8imVZr50S0RJZjde-HhvTw,"PR DADIYA KUMPI MEDANG","6P3QQF8V+4F","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23473830000000,115.49366109999998
ChIJ50Y3UvD50S0RtO7LH2mpYsw,"Dadia Pande Dp Ban","6P3QQF7Q+F4","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23637400000000,115.48786070000001
ChIJZT9Qy_H50S0RLVtWuUeYpoc,"Pura Puseh Desa Adat Ban","6P3QQF7Q+27","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23737690000000,115.48820210000001
ChIJs308-lP50S0RdTppVeoHSHQ,"Pura Penataran Pande,Banjar Dalem","6P3QQG4H+X8","Banjar Dalem, Sukadana","Banjar Dalem, Sukadana, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.24259410000000,115.52832149999998
ChIJLZs90Hv50S0RcMuA6yXJqz4,"Pura Dalem, Desa Pekraman Karangsari","6P3QQG5H+7G","Sukadana","Sukadana, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.24181090000000,115.52876250000000
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJr8imVZr50S0RJZjde-HhvTw,"PR DADIYA KUMPI MEDANG","6P3QQF8V+4F","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23473830000000,115.49366109999998
ChIJ50Y3UvD50S0RtO7LH2mpYsw,"Dadia Pande Dp Ban","6P3QQF7Q+F4","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23637400000000,115.48786070000001
ChIJ__5Jz_b50S0RcmecaZUgcbE,"Pura Dalem Kahyangan DP Ban","6P3QQF8Q+WM","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23271480000000,115.48924919999999
ChIJr8imVZr50S0RJZjde-HhvTw,"PR DADIYA KUMPI MEDANG","6P3QQF8V+4F","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23473830000000,115.49366109999998
ChIJj-ObbWf50S0RJFjqTRJ_2Kw,"Pura Ibu","6P3QQF7Q+G3","Panek,Br Ba","Panek,Br Ba, Jalan Raya Terunyan, Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23618130000000,115.48764329999997
ChIJ50Y3UvD50S0RtO7LH2mpYsw,"Dadia Pande Dp Ban","6P3QQF7Q+F4","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23637400000000,115.48786070000001
ChIJZT9Qy_H50S0RLVtWuUeYpoc,"Pura Puseh Desa Adat Ban","6P3QQF7Q+27","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23737690000000,115.48820210000001
ChIJd_-xAfn50S0RG3oK_Ay4goU,"Penataran Pande","6P3QQF7Q+23","Ban","Ban, Kubu, Karangasem Regency, Bali 80853, Indonesien",-8.23745680000000,115.48771029999999
